sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth
143811	C1	C1_S61_L001_R1_001.fastq.gz	c43ed1d94b2533ac90496b27efb30f71574bf73ae4ff201e9721e2a57d926b7f	C1_S61_L001_R2_001.fastq.gz	8a78c4318b55324a9de359420431d2e3437eba560c494b1cf2d30a432c18fe7a	681	20220121_puntin	3.6025727826675693	1.048747461069736	0.05890318212593094	1.02708192281652	0.05822613405551794	0.0	0.0	0.021665538253215978	0.0006770480704129993	1.0	0.023696682464454975	0.034529451591062965	0	0.02031144211238998	0	0	0	0	0	0	PCR_negative	NoData	NoData	NoData	NoData	NoData	NoData	999.00000000	999.00000000	NoData	NoData
143804	B-6-24	B-6-24_S59_L001_R1_001.fastq.gz	7327f7b75863679709e15d7c50121b79fd2db4e86e4ef226462c3500d8c5d40e	B-6-24_S59_L001_R2_001.fastq.gz	96c7d7fe40648f89e08c23dc595e237287302c3ddd52ba1e6fd4e57cce1f07f4	681	20220121_puntin	3.0953401178361006	1.0567755757900374	0.07552222817354044	1.0567755757900374	0.07552222817354044	0.0	0.0	0.0	0.0	1.0	0.01713979646491698	0	0	0.04017139796464917	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	euphylliidae	galaxea	fascicularis	22.30540000	38.96550000	20190311	9-13
143814	S-53-27	S-53-27_S62_L001_R1_001.fastq.gz	394f3689805f15f92daf21a361c3a9f995cdde3ff75011d16605085d347ad8c5	S-53-27_S62_L001_R2_001.fastq.gz	2a29a9c60a5a1cc1054c91eb43c99957f27ad2fcccb52f6853694b45a6b2fa93	681	20220121_puntin	3.224475018102824	1.0173787110789283	0.06879073135409124	1.0173787110789283	0.06879073135409124	0.0	0.0	0.0	0.0	1.0	0.0333091962346126	0	0	0.03765387400434468	0.002896451846488052	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	euphylliidae	galaxea	fascicularis	22.30540000	38.96550000	20190312	9-13
143825	S-gr-7	S-gr-7_S38_L001_R1_001.fastq.gz	73fa0ee5eb0b4a7f92fab754621e5d6764073da85b0ae1a08776ea5f7872e01a	S-gr-7_S38_L001_R2_001.fastq.gz	d00d7a22788e665686d0fc1f252aa2d0fd85cb5a88e0397570e59055ab5e19a0	681	20220121_puntin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	euphylliidae	galaxea	fascicularis	22.53085000	114.31496667	20190601	3-8
143824	S-gr-6	S-gr-6_S42_L001_R1_001.fastq.gz	f694d9f1087bce4a6e60baf75883e912a9a0e49c3c8a9b7e86e636226ee4bd1a	S-gr-6_S42_L001_R2_001.fastq.gz	1e03e8ca2b30507d2d048a4a294f0a36238ed575419e2fdae69890b1fe7ffce5	681	20220121_puntin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	euphylliidae	galaxea	fascicularis	22.53085000	114.31496667	20190601	3-8
143823	S-gr-4	S-gr-4_S47_L001_R1_001.fastq.gz	a2df584ebd3caa9276339f93a095b65febf785c8324d782b33a0b48aa4ffdde5	S-gr-4_S47_L001_R2_001.fastq.gz	db210183bbc36d36040be4f6c46dd2383f75dcb70e81c76adddf987951965be8	681	20220121_puntin	4.866666666666666	1.0	0.06666666666666667	1.0	0.06666666666666667	0.0	0.0	0.0	0.0	1.0	0.06666666666666667	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	euphylliidae	galaxea	fascicularis	22.53085000	114.31496667	20190601	3-8
143821	S-br-6	S-br-6_S39_L001_R1_001.fastq.gz	d4d3390955050fe4287940ce5366125a700a7f140c9baeba645b0ab59aad3742	S-br-6_S39_L001_R2_001.fastq.gz	9d972888c67c4259505bc0dd4a6b99bcb5a2617c8362ab003f1ec2706f1f94e7	681	20220121_puntin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	euphylliidae	galaxea	fascicularis	22.53085000	114.31496667	20190601	3-8
143820	S-6-31	S-6-31_S63_L001_R1_001.fastq.gz	c7c6bbe7b1e711dd275687dfd8f74498a0fcb562e732b8f9172f606a26427562	S-6-31_S63_L001_R2_001.fastq.gz	7dea489bdda6c1418d0755f30f07d9e9ee581c7b7564192c14e6b2ff3074959c	681	20220121_puntin	4.8	1.0	0.1	1.0	0.1	0.0	0.0	0.0	0.0	1.0	0.1	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	euphylliidae	galaxea	fascicularis	22.30540000	38.96550000	20190311	9-13
143819	S-6-30	S-6-30_S56_L001_R1_001.fastq.gz	fe51fa0186aa7ae05eee9a3c61018687628317bf21f59dd31b141d301fbb6b58	S-6-30_S56_L001_R2_001.fastq.gz	dbc6ef41c34f27d31932093fc0030501fc7fb0dd09becc1f1e9ec15a0cf9b316	681	20220121_puntin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	euphylliidae	galaxea	fascicularis	22.30540000	38.96550000	20190311	9-13
143818	S-6-17	S-6-17_S54_L001_R1_001.fastq.gz	787bfa98f329e3dae0d90a42f355180aded0e7cdbf186d477bdd901bf33d61f1	S-6-17_S54_L001_R2_001.fastq.gz	12717b61b0360d817212d676771a0c48e2a787b73d2519a04211872d4ad768e0	681	20220121_puntin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	euphylliidae	galaxea	fascicularis	22.30540000	38.96550000	20190311	9-13
143812	S-53-17	S-53-17_S55_L001_R1_001.fastq.gz	025bc5a256784c73739fa5c60be6de456789b851dbeefef634a1b926b4318352	S-53-17_S55_L001_R2_001.fastq.gz	f76ebea28ad5a4b7f4a3e6f485f151c224f50610c9036f94c3f7fa3c05121bb1	681	20220121_puntin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	euphylliidae	galaxea	fascicularis	22.30540000	38.96550000	20190312	9-13
143810	B-gr-2	B-gr-2_S58_L001_R1_001.fastq.gz	15059033c3d501e2f618e677b756d2c6daeb8a3386716835b69cd28c10843158	B-gr-2_S58_L001_R2_001.fastq.gz	905034f1dccc4e09a1e0fa1b86175efd9bb20e308380175f5a847516e1f66103	681	20220121_puntin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	euphylliidae	galaxea	fascicularis	22.53085000	114.31496667	20190601	3-8
143809	B-gr-1	B-gr-1_S57_L001_R1_001.fastq.gz	c08f6291913d9836809cbfe013fd81d2641125b01b009a101987ae44a6207749	B-gr-1_S57_L001_R2_001.fastq.gz	8e8f12a3748107d006dabe3db6a689c00a4523dc3360d8ca8ffa60dbfdad27a5	681	20220121_puntin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	euphylliidae	galaxea	fascicularis	22.53085000	114.31496667	20190601	3-8
143808	B-br-3	B-br-3_S49_L001_R1_001.fastq.gz	6950eca3d3a5dc6097b0503e5dbb4d9313d93be45067110f2ae89cbe1c672af1	B-br-3_S49_L001_R2_001.fastq.gz	dec36a9959c6f7d5262a5b35fd1a9790083329b6c4dc11b69bd14cb1e797aa57	681	20220121_puntin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	euphylliidae	galaxea	fascicularis	22.53085000	114.31496667	20190601	3-8
143807	B-br-2	B-br-2_S50_L001_R1_001.fastq.gz	7bf825ae398e3ed6847ab4cbd1a771ecd45eaff938dcae2e5eb613dc15fcde5c	B-br-2_S50_L001_R2_001.fastq.gz	e5fc3faf9e97bfa40217d47418ebff512cb7a3f0845316610bd8fab03ab8aa67	681	20220121_puntin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	euphylliidae	galaxea	fascicularis	22.53085000	114.31496667	20190601	3-8
143806	B-br-1	B-br-1_S45_L001_R1_001.fastq.gz	d60ebc1639dc09995d63f00cdf7e466b0e322e2b7b9d28fc877e5be903e16a9a	B-br-1_S45_L001_R2_001.fastq.gz	f62a7598c19e1ae55b595409e74093cd991a73069f250c22549e0790653740d0	681	20220121_puntin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	euphylliidae	galaxea	fascicularis	22.53085000	114.31496667	20190601	3-8
143802	B-60-25	B-60-25_S53_L001_R1_001.fastq.gz	50c81c7751c0fd5e24f160858cff71fbc90833ec7d47f68c91e486189f2e2189	B-60-25_S53_L001_R2_001.fastq.gz	50d0c6dfab94d0c9cdc5861dd908ffdd8e089803339b9f822e12900be5d6780e	681	20220121_puntin	21.6	1.0	0.1	1.0	0.1	0.0	0.0	0.0	0.0	1.0	0.1	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	euphylliidae	galaxea	fascicularis	22.30540000	38.96550000	20190312	9-13
143798	B-53-43	B-53-43_S48_L001_R1_001.fastq.gz	7c5289ec103e10f796ea502fffa3ca8e297bc21bb73bfb2083cce69e8313a581	B-53-43_S48_L001_R2_001.fastq.gz	c405a6de59790c26c0688801aa3d4e755dc4090defe8a71761a1c9e3a1fe6e13	681	20220121_puntin	22.85	2.4	0.2	1.0	0.05	0.0	0.0	1.4	0.15	1.0	0.05	0	0	0	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	euphylliidae	galaxea	fascicularis	22.30540000	38.96550000	20190312	9-13
143797	B-53-11	B-53-11_S41_L001_R1_001.fastq.gz	9d40daa4a7926106896b4ffbc2b8ccbc2aa89e4ce5a8170488b85b1ca8f60fbb	B-53-11_S41_L001_R2_001.fastq.gz	7bfba07629c5ee095768006a278d4d626e0135ae601aebdd1b4525a313f31c01	681	20220121_puntin	5.159420289855072	1.2463768115942029	0.057971014492753624	1.0108695652173914	0.050724637681159424	0.0	0.0	0.23550724637681159	0.007246376811594203	1.0	0.04710144927536232	0	0	0.05434782608695652	0	0	0	0	0	0	coral_aquarium	cnidaria	anthozoa	scleractinia	euphylliidae	galaxea	fascicularis	22.30540000	38.96550000	20190312	9-13
